"overlap","area_a_gaps","area_b_gaps","area_change","CHM1_mean","CHM2_mean","gap_volume_a_gaps","gap_volume_b_gaps","gap_volume_change","height_growth","Plot_id"
"Persistent gap",7,7,0,4.22714669363839,7.83143615722656,29.5900268554688,54.8200531005859,25.2300262451172,3.60428946358817,"P_37"
"Recovered gap",235,0,-235,6.17558041836353,20.4052388941988,1451.26139831543,0,-1451.26139831543,14.2296584758353,"P_37"
"Intact canopy",0,0,0,34.3282882202555,35.0669166539705,0,0,0,0.738628433715014,"P_38"
"New gap",0,240,240,20.0489219029744,6.57663091023763,0,1578.39141845703,1578.39141845703,-13.4722909927368,"P_38"
"Persistent gap",281,281,0,4.67836937955266,6.85338649546124,1314.6217956543,1925.80160522461,611.179809570313,2.17501711590859,"P_38"
"Recovered gap",409,0,-409,5.98839190420137,14.638661279655,2449.25228881836,0,-2449.25228881836,8.65026937545366,"P_38"
"Intact canopy",0,0,0,34.3127529155625,33.35478924429,0,0,0,-0.957963671272566,"P_39"
"New gap",0,664,664,25.6578375115453,6.3424920691065,0,4211.41473388672,4211.41473388672,-19.3153454424387,"P_39"
"Persistent gap",552,552,0,5.772360207378,6.81915443530981,3186.34283447266,3764.17324829102,577.830413818359,1.04679422793181,"P_39"
"Recovered gap",712,0,-712,7.07079199458776,15.7146819682603,5034.40390014649,0,-5034.40390014649,8.64388997367258,"P_39"
"Intact canopy",0,0,0,38.2593021173588,38.9021325667307,0,0,0,0.642830449371829,"P_40"
"New gap",0,211,211,25.2978265409786,5.6813791284064,0,1198.77099609375,1198.77099609375,-19.6164474125722,"P_40"
"Recovered gap",45,0,-45,8.15245090060764,17.3600043402778,366.860290527344,0,-366.860290527344,9.20755343967014,"P_40"
"Intact canopy",0,0,0,26.4843832303664,27.9661977509,0,0,0,1.48181452053358,"P_41"
"New gap",0,94,94,20.1685162808033,6.57064332353308,0,617.640472412109,617.640472412109,-13.5978729572702,"P_41"
"Persistent gap",37,37,0,6.75378954088366,5.20973370526288,249.890213012695,192.760147094727,-57.1300659179687,-1.54405583562078,"P_41"
"Recovered gap",43,0,-43,8.45395820085392,13.5523298396621,363.520202636719,0,-363.520202636719,5.09837163880814,"P_41"
"Intact canopy",0,0,0,31.8983248324281,30.6828200100811,0,0,0,-1.21550482234708,"P_42"
"New gap",0,402,402,14.026846321068,7.45470758694321,0,2996.79244995117,2996.79244995117,-6.57213873412479,"P_42"
"Persistent gap",110,110,0,6.62073378129439,7.42273365367543,728.280715942383,816.500701904297,88.2199859619141,0.801999872381037,"P_42"
"Recovered gap",165,0,-165,6.14849039713542,18.8470353560014,1014.50091552734,0,-1014.50091552734,12.698544958866,"P_42"
"Intact canopy",0,0,0,26.8951822983329,25.523912122334,0,0,0,-1.37127017599891,"P_43"
"New gap",0,744,744,16.4998171201316,6.58051646653043,0,4895.90425109864,4895.90425109864,-9.91930065360119,"P_43"
"Persistent gap",405,405,0,5.9304500626929,6.26575867452739,2401.83227539063,2537.63226318359,135.799987792966,0.335308611834485,"P_43"
"Recovered gap",458,0,-458,6.59655575148403,16.4354203070095,3021.22253417969,0,-3021.22253417969,9.83886455552546,"P_43"
"Intact canopy",0,0,0,33.2476080802839,34.4273539144103,0,0,0,1.17974583412636,"P_44"
"New gap",0,524,524,15.3812843497473,7.00767715104664,0,3672.02282714844,3672.02282714844,-8.37360719870065,"P_44"
"Persistent gap",426,426,0,7.49683688168235,7.32843311291905,3193.65251159668,3121.91250610352,-71.7400054931645,-0.168403768763297,"P_44"
"Recovered gap",401,0,-401,7.11289852456262,17.4152174495402,2852.27230834961,0,-2852.27230834961,10.3023189249776,"P_44"
"Intact canopy",0,0,0,34.627666441006,34.1469680287436,0,0,0,-0.480698412262363,"P_45"
"New gap",0,237,237,27.0520315693401,7.00582898618803,0,1660.38146972656,1660.38146972656,-20.046202583152,"P_45"
"Persistent gap",33,33,0,5.10697335907907,7.72940155954072,168.530120849609,255.070251464844,86.5401306152343,2.62242820046165,"P_45"
"Recovered gap",306,0,-306,7.04154240227992,18.4186347512638,2154.71197509766,0,-2154.71197509766,11.3770923489839,"P_45"
